sample_id,country_code,level0,level1_family,level2_genus,level3_species,location,source,species_key,year,longitude,latitude,Category
4459782,US,Deciduous Broadleaf,Sapindaceae,Acer,Acer platanoides,United States of America,iNaturalist Research-grade Observations,3189846.0,2022,-77.83658310830046,39.6296898475654,Frequent
975122,BE,Deciduous Broadleaf,Rosaceae,Amelanchier,Amelanchier lamarckii,Belgium,"Waarnemingen.be - Non-native plant occurrences in Flanders and the Brussels Capital Region, Belgium",3024109.0,2019,4.465120839868029,51.30045936194088,Frequent
120504,ZA,Evergreen Broadleaf,Proteaceae,Protea,Protea grandiceps,South Africa,iNaturalist Research-grade Observations,5637572.0,2017,18.954777971695112,-34.05397638112404,Rare
4986791,US,Evergreen Broadleaf,Rubiaceae,Psychotria,Psychotria nervosa,United States of America,iNaturalist Research-grade Observations,2920385.0,2018,-82.37259027761512,28.072493637021207,Frequent
4664048,US,Evergreen Broadleaf,Ericaceae,Leptecophylla,Leptecophylla tameiameiae,United States of America,iNaturalist Research-grade Observations,4010523.0,2022,-159.60458171048307,22.14815873201933,Common
3143900,MX,Deciduous Broadleaf,Asteraceae,Ambrosia,Ambrosia monogyra,Mexico,iNaturalist Research-grade Observations,3110726.0,2021,-105.46887428932548,28.263271816491827,Rare
2890255,CA,Deciduous Broadleaf,Salicaceae,Salix,Salix barclayi,Canada,iNaturalist Research-grade Observations,5372597.0,2023,-117.85825469307012,52.78552729498259,Common
6226311,AR,Evergreen Broadleaf,Solanaceae,Cestrum,Cestrum strigillatum,Argentina,iNaturalist Research-grade Observations,7299866.0,2022,-59.11476195294051,-28.549546104123053,Rare
1561684,GR,Deciduous Broadleaf,Rhamnaceae,Paliurus,Paliurus spina-christi,Greece,Pl@ntNet automatically identified occurrences,5372457.0,2020,22.451444490169447,40.22930516622226,Frequent
5650715,AU,Deciduous Broadleaf,Rosaceae,Pyrus,Pyrus calleryana,Australia,NatureMapr,5363119.0,2023,149.1156122074034,-35.3482393800888,Frequent
3135611,CA,Evergreen Broadleaf,Rutaceae,Citrus,Citrus polyandra,Canada,iNaturalist Research-grade Observations,2396.0,2020,-80.42120739280824,43.36671083102257,Frequent
5946968,CO,Evergreen Broadleaf,Hypericaceae,Vismia,Vismia cayennensis,Colombia,Flora al interior del Área 1 del Banco de Hábitat del Meta de Terrasos,3189576.0,2020,-73.40213196547803,3.5290485103244578,Rare
5079591,US,Evergreen Broadleaf,Rubiaceae,Psychotria,Psychotria nervosa,United States of America,iNaturalist Research-grade Observations,2920385.0,2022,-80.58974803532533,28.47364774509235,Frequent
3773090,US,Deciduous Broadleaf,Asteraceae,Baccharis,Baccharis halimifolia,United States of America,iNaturalist Research-grade Observations,3129663.0,2018,-84.88318010733254,32.6234387948649,Frequent
5508101,AU,Deciduous Broadleaf,Asteraceae,Erigeron,Erigeron bonariensis,Australia,NSW BioNet Atlas,3146717.0,2016,151.98546289079485,-32.20667783310669,Frequent
5973079,CO,Deciduous Broadleaf,Polygonaceae,Triplaris,Triplaris cumingiana,Colombia,Aprovechamiento Forestal en el área de influencia del Proyecto Hidroeléctrico Ituango,4038399.0,2018,-75.8442210848124,6.852171274899731,Frequent
3820419,US,Deciduous Broadleaf,Malvaceae,Hibiscus,Hibiscus grandiflorus,United States of America,iNaturalist Research-grade Observations,3152592.0,2023,-82.32672396417937,29.617804025294973,Common
4250167,US,Deciduous Broadleaf,Fagaceae,Quercus,Quercus muehlenbergii,United States of America,iNaturalist Research-grade Observations,2879947.0,2023,-86.34220689022213,39.8476061160473,Frequent
3840816,US,Evergreen Broadleaf,Acanthaceae,Ruellia,Ruellia humilis,United States of America,iNaturalist Research-grade Observations,5415395.0,2024,-77.06065493399034,43.02261538003132,Frequent
6042362,CO,Evergreen Broadleaf,Clusiaceae,Clusia,Clusia androphora,Colombia,Biodiversidad asociada al proyecto Línea de Transmisión a 110 kV San Lorenzo-Sonsón,5555677.0,2015,-75.21940292700147,6.03343127137548,Rare
56885,ZA,Evergreen Broadleaf,Myrtaceae,Eucalyptus,Eucalyptus camaldulensis,South Africa,iNaturalist Research-grade Observations,11900000.0,2021,19.11332576875144,-31.51374244760331,Frequent
416082,TW,Evergreen Broadleaf,Primulaceae,Maesa,Maesa perlaria,Chinese Taipei,iNaturalist Research-grade Observations,7330845.0,2023,120.67831505409876,22.888828794299847,Frequent
674668,AT,Deciduous Broadleaf,Salicaceae,Salix,Salix purpurea,Austria,"Observation.org, Nature data from around the World",5372800.0,2024,13.351725756695071,47.58478409522655,Common
6056240,CO,Evergreen Broadleaf,Myrtaceae,Eucalyptus,Eucalyptus grandis,Colombia,Biodiversidad asociada al proyecto Línea de Transmisión Bello-Guayabal-Ancón Sur 230 kV,3177028.0,2015,-75.54405223829865,6.192023659442336,Frequent
467060,TW,Evergreen Broadleaf,Salicaceae,Scolopia,Scolopia oldhamii,Chinese Taipei,iNaturalist Research-grade Observations,3879065.0,2023,120.89034976829116,22.348523978754866,Common
1391608,DE,Deciduous Broadleaf,Rosaceae,Rhodotypos,Rhodotypos scandens,Germany,"Observation.org, Nature data from around the World",3032442.0,2021,10.189282239479663,54.39955688959103,Frequent
291779,HK,Evergreen Broadleaf,Primulaceae,Maesa,Maesa perlaria,Hong Kong,iNaturalist Research-grade Observations,7330845.0,2023,114.22431920776648,22.38340306719492,Frequent
3559955,US,Deciduous Broadleaf,Lamiaceae,Salvia,Salvia spathacea,United States of America,iNaturalist Research-grade Observations,2927042.0,2020,-118.97372557619587,34.138262309236275,Frequent
3719889,US,Deciduous Broadleaf,Malvaceae,Hibiscus,Hibiscus moscheutos,United States of America,iNaturalist Research-grade Observations,3152596.0,2023,-82.07393306635846,38.9254818545989,Frequent
4718702,US,Evergreen Broadleaf,Rhamnaceae,Ceanothus,Ceanothus cuneatus,United States of America,iNaturalist Research-grade Observations,3039404.0,2023,-122.07357669192406,37.276537498742,Frequent
353059,TW,Evergreen Broadleaf,Schisandraceae,Illicium,Illicium anisatum,Chinese Taipei,iNaturalist Research-grade Observations,7314073.0,2019,121.5999443553302,24.51814418731949,Common
5210291,US,Evergreen Needleleaf,Pinaceae,Picea,Picea rubens,United States of America,Pl@ntNet automatically identified occurrences,5284717.0,2021,-72.748940547664,42.33319376615805,Frequent
4148754,US,Deciduous Broadleaf,Oleaceae,Forestiera,Forestiera angustifolia,United States of America,iNaturalist Research-grade Observations,3172386.0,2022,-99.07806836402158,28.93891034900888,Common
5972201,CO,Deciduous Broadleaf,Polygonaceae,Triplaris,Triplaris cumingiana,Colombia,Aprovechamiento Forestal en el área de influencia del Proyecto Hidroeléctrico Ituango,4038399.0,2018,-75.85193978873592,6.8415051051798885,Frequent
4278275,US,Deciduous Broadleaf,Rosaceae,Rhodotypos,Rhodotypos scandens,United States of America,iNaturalist Research-grade Observations,3032442.0,2020,-81.88868863129517,41.4058746519824,Frequent
3802910,US,Deciduous Broadleaf,Fabaceae,Dalea,Dalea pinnata,United States of America,iNaturalist Research-grade Observations,5353205.0,2023,-82.48948115263015,28.707741632196143,Common
5286794,AU,Evergreen Broadleaf,Proteaceae,Adenanthos,Adenanthos obovatus,Australia,iNaturalist Research-grade Observations,3996576.0,2022,117.99310236802732,-34.985116944902494,Common
1087113,ES,Evergreen Broadleaf,Buxaceae,Buxus,Buxus sempervirens,Spain,"Observation.org, Nature data from around the World",2984671.0,2016,0.31036235152194,40.86778600966097,Frequent
3716828,US,Deciduous Broadleaf,Lamiaceae,Salvia,Salvia lyrata,United States of America,iNaturalist Research-grade Observations,2927027.0,2022,-85.42874220301952,34.7841630968279,Frequent
6226298,AR,Evergreen Broadleaf,Solanaceae,Cestrum,Cestrum strigillatum,Argentina,iNaturalist Research-grade Observations,7299866.0,2023,-53.95459657277082,-25.860547641257263,Rare
4708083,US,Evergreen Needleleaf,Pinaceae,Pinus,Pinus radiata,United States of America,iNaturalist Research-grade Observations,5285727.0,2020,-122.4712839148809,37.61799316190962,Frequent
3646868,US,Deciduous Broadleaf,Salicaceae,Salix,Salix laevigata,United States of America,iNaturalist Research-grade Observations,5372838.0,2019,-111.87989331970466,33.9645758641035,Common
3016974,US,Deciduous Broadleaf,Asteraceae,Ambrosia,Ambrosia monogyra,United States of America,iNaturalist Research-grade Observations,3110726.0,2022,-112.68177792124688,33.92050656839229,Rare
3849481,US,Deciduous Broadleaf,Celastraceae,Celastrus,Celastrus scandens,United States of America,iNaturalist Research-grade Observations,3169171.0,2018,-78.88658101065852,42.42126547106466,Frequent
3263029,PR,Evergreen Broadleaf,Piperaceae,Piper,Piper umbellatum,Puerto Rico,iNaturalist Research-grade Observations,3086364.0,2021,-66.0353938063138,18.0796660126532,Common
167140,ZA,Evergreen Broadleaf,Arecaceae,Livistona,Livistona chinensis,South Africa,iNaturalist Research-grade Observations,2733469.0,2019,31.73622929466499,-28.98048254813017,Common
6069993,CO,Deciduous Broadleaf,Hernandiaceae,Gyrocarpus,Gyrocarpus americanus,Colombia,Aprovechamiento Forestal en el área de influencia del Proyecto Hidroeléctrico Ituango,7326414.0,2018,-75.87126999180262,6.782065288137456,Frequent
3539377,US,Deciduous Broadleaf,Fabaceae,Lupinus,Lupinus texensis,United States of America,iNaturalist Research-grade Observations,2963880.0,2024,-97.67560527799496,30.852457761377284,Frequent
4962027,US,Evergreen Broadleaf,Magnoliaceae,Magnolia,Magnolia acuminata,United States of America,iNaturalist Research-grade Observations,3153837.0,2021,-82.15461158171847,39.45851833542677,Frequent
416214,TW,Evergreen Broadleaf,Primulaceae,Maesa,Maesa perlaria,Chinese Taipei,iNaturalist Research-grade Observations,7330845.0,2022,121.36018740988852,24.92762789615848,Frequent
5420853,AU,Evergreen Broadleaf,Myrtaceae,Eucalyptus,Eucalyptus radiata,Australia,NSW BioNet Atlas,3176655.0,2022,150.33218874781502,-34.38404795930221,Common
1417242,FR,Deciduous Broadleaf,Asteraceae,Baccharis,Baccharis halimifolia,France,Pl@ntNet automatically identified occurrences,3129663.0,2020,-1.4062265673157457,46.39227332320035,Frequent
5552831,AU,Deciduous Broadleaf,Fabaceae,Acacia,Acacia terminalis,Australia,iNaturalist Research-grade Observations,2978771.0,2019,149.55472664274254,-37.48116564608464,Frequent
4784541,US,Evergreen Needleleaf,Pinaceae,Pinus,Pinus canariensis,United States of America,iNaturalist Research-grade Observations,5285243.0,2022,-117.54632719707836,33.64517491474623,Common
4093728,US,Deciduous Broadleaf,Rosaceae,Prunus,Prunus ilicifolia,United States of America,iNaturalist Research-grade Observations,3020610.0,2022,-118.46554412463992,34.378902156686536,Frequent
4666813,US,Evergreen Broadleaf,Fabaceae,Leucaena,Leucaena leucocephala,United States of America,iNaturalist Research-grade Observations,2970418.0,2024,-155.73342204913612,20.2041467412538,Frequent
4395789,US,Deciduous Broadleaf,Betulaceae,Ostrya,Ostrya virginiana,United States of America,iNaturalist Research-grade Observations,5332289.0,2023,-72.21352290687359,42.777280099171776,Frequent
4431006,US,Deciduous Broadleaf,Paulowniaceae,Paulownia,Paulownia tomentosa,United States of America,iNaturalist Research-grade Observations,3170823.0,2022,-75.72422667546418,39.72503434629017,Frequent
4664296,US,Evergreen Broadleaf,Ericaceae,Leptecophylla,Leptecophylla tameiameiae,United States of America,iNaturalist Research-grade Observations,4010523.0,2018,-157.89326344909054,21.4028824183506,Common
5107742,US,Evergreen Broadleaf,Clethraceae,Clethra,Clethra alnifolia,United States of America,iNaturalist Research-grade Observations,2888323.0,2023,-70.73924599838122,41.95469635053946,Frequent
5895326,CO,Evergreen Broadleaf,Calophyllaceae,Caraipa,Caraipa llanorum,Colombia,Biodiversidad asociada al Estudio de Impacto Ambiental del campo de producción Cumanday,7330079.0,2017,-71.84816646205951,3.80211939973643,Rare
4961943,US,Evergreen Broadleaf,Magnoliaceae,Magnolia,Magnolia acuminata,United States of America,iNaturalist Research-grade Observations,3153837.0,2021,-80.40833396806694,37.71887140504172,Frequent
5961979,CO,Deciduous Broadleaf,Fabaceae,Platymiscium,Platymiscium pinnatum,Colombia,Aprovechamiento Forestal en el área de influencia del Proyecto Hidroeléctrico Ituango,2944742.0,2018,-75.85416488016159,6.81063028948583,Frequent
5389675,AU,Deciduous Broadleaf,Fabaceae,Acacia,Acacia terminalis,Australia,iNaturalist Research-grade Observations,2978771.0,2021,151.1778528035,-33.63869584091557,Frequent
5705506,AU,Evergreen Broadleaf,Sapindaceae,Alectryon,Alectryon connatus,Australia,iNaturalist Research-grade Observations,5578187.0,2022,152.83679892301978,-25.47844727198749,Rare
3792207,US,Deciduous Broadleaf,Ericaceae,Vaccinium,Vaccinium crassifolium,United States of America,iNaturalist Research-grade Observations,2882960.0,2024,-78.293502734146,34.09110285649503,Common
3185985,US,Deciduous Broadleaf,Annonaceae,Asimina,Asimina spec,United States of America,Pl@ntNet automatically identified occurrences,3158021.0,2022,-79.75788489740079,36.25460517841432,Frequent
5895327,CO,Evergreen Broadleaf,Calophyllaceae,Caraipa,Caraipa llanorum,Colombia,Biodiversidad asociada al Estudio de Impacto Ambiental del campo de producción Cumanday,7330079.0,2017,-71.84816646205951,3.802101563332216,Rare
1363814,DE,Evergreen Broadleaf,Aquifoliaceae,Ilex,Ilex aquifolium,Germany,"Observation.org, Nature data from around the World",5414222.0,2021,7.556878687184212,51.33326942749213,Frequent
4838844,US,Deciduous Broadleaf,Juglandaceae,Carya,Carya ovata,United States of America,iNaturalist Research-grade Observations,3054296.0,2022,-89.82247729412295,43.41141777818442,Frequent
5269247,AU,Evergreen Broadleaf,Myrtaceae,Eucalyptus,Eucalyptus camaldulensis,Australia,SA Flora,11900000.0,2015,140.7389813007558,-34.22729272086937,Frequent
2896968,CA,Deciduous Broadleaf,Rosaceae,Spiraea,Spiraea douglasii,Canada,iNaturalist Research-grade Observations,3027159.0,2020,-125.2747430426876,50.24541375719031,Frequent
4431278,US,Deciduous Broadleaf,Paulowniaceae,Paulownia,Paulownia tomentosa,United States of America,iNaturalist Research-grade Observations,3170823.0,2020,-74.8558256635077,40.41427313702025,Frequent
968482,BE,Deciduous Broadleaf,Rosaceae,Prunus,Prunus laurocerasus,Belgium,iNaturalist Research-grade Observations,3021496.0,2022,4.401864032323847,50.787475458550354,Frequent
5516134,AU,Evergreen Broadleaf,Capparaceae,Capparis,Capparis arborea,Australia,iNaturalist Research-grade Observations,5601966.0,2021,152.74244880382994,-27.520126953126645,Common
5267139,AU,Evergreen Broadleaf,Myrtaceae,Corymbia,Corymbia calophylla,Australia,iNaturalist Research-grade Observations,5418394.0,2024,117.29585057270424,-35.013525877714,Common
377137,TW,Evergreen Broadleaf,Euphorbiaceae,Mallotus,Mallotus paniculatus,Chinese Taipei,iNaturalist Research-grade Observations,5378650.0,2021,121.75446112503424,24.325082948109497,Frequent
3023417,MX,Evergreen Broadleaf,Acanthaceae,Barleria,Barleria oenotheroides,Mexico,iNaturalist Research-grade Observations,3771627.0,2023,-92.69748269833218,16.668400661147064,Common
5877527,CO,Evergreen Broadleaf,Fabaceae,Acacia,Acacia decurrens,Colombia,"Biodiversidad asociada al plan de manejo ambiental del embalse de Tominé, Cundinamarca",2979778.0,2018,-73.85041431258304,4.962386412045154,Frequent
5554450,AU,Deciduous Broadleaf,Fabaceae,Acacia,Acacia viscidula,Australia,NSW BioNet Atlas,2979793.0,2022,151.46770774927714,-30.4887868567614,Rare
6147833,CO,Deciduous Broadleaf,Fabaceae,Platymiscium,Platymiscium pinnatum,Colombia,Biodiversidad asociada al Estudio de Impacto Ambiental del proyecto: Interconexión Cuestecitas - Copey - Fundación 500/220 mil voltios,2944742.0,2018,-73.84843893081637,10.069649017316763,Frequent
4287554,US,Deciduous Broadleaf,Sapindaceae,Acer,Acer negundo,United States of America,iNaturalist Research-grade Observations,3189866.0,2020,-82.5937081806534,35.49779317032033,Frequent
3613118,US,Deciduous Broadleaf,Fabaceae,Lupinus,Lupinus texensis,United States of America,iNaturalist Research-grade Observations,2963880.0,2019,-98.60680381008711,29.71368361614616,Frequent
4339297,US,Deciduous Broadleaf,Fagaceae,Quercus,Quercus falcata,United States of America,iNaturalist Research-grade Observations,2880967.0,2021,-76.70640165079932,38.53621570993624,Frequent
368355,TW,Evergreen Broadleaf,Arecaceae,Areca,Areca spec,Chinese Taipei,iNaturalist Research-grade Observations,2736518.0,2021,121.43618832824347,23.75485310539484,Rare
4377207,US,Deciduous Broadleaf,Rosaceae,Rhodotypos,Rhodotypos scandens,United States of America,iNaturalist Research-grade Observations,3032442.0,2020,-73.93781269323058,41.41019552090318,Frequent
3505918,US,Deciduous Broadleaf,Rosaceae,Spiraea,Spiraea douglasii,United States of America,iNaturalist Research-grade Observations,3027159.0,2020,-121.39944087646204,40.44279800645915,Frequent
3729778,US,Deciduous Broadleaf,Passifloraceae,Passiflora,Passiflora incarnata,United States of America,iNaturalist Research-grade Observations,2874218.0,2021,-86.24460162726325,34.43465429715776,Frequent
3559635,US,Deciduous Broadleaf,Lamiaceae,Salvia,Salvia spathacea,United States of America,iNaturalist Research-grade Observations,2927042.0,2022,-118.70636679523338,34.10280353765926,Frequent
5581670,AU,Evergreen Broadleaf,Myrtaceae,Eucalyptus,Eucalyptus acmenoides,Australia,NSW BioNet Atlas,3176907.0,2015,152.59419261200495,-29.606330758284454,Common
1803936,IT,Deciduous Broadleaf,Rhamnaceae,Paliurus,Paliurus spina-christi,Italy,Pl@ntNet automatically identified occurrences,5372457.0,2020,10.659547954778173,44.58520924398826,Frequent
6250808,CL,Evergreen Broadleaf,Lauraceae,Cryptocarya,Cryptocarya alba,Chile,iNaturalist Research-grade Observations,4178741.0,2024,-71.42639792981828,-32.603087457656976,Common
493262,KR,Evergreen Broadleaf,Araliaceae,Aralia,Aralia continentalis,"Korea, Republic of",NIEK_NES,3036875.0,2017,127.0458310946005,37.437502128569285,Rare
6127239,CO,Deciduous Broadleaf,Cordiaceae,Cordia,Cordia dentata,Colombia,Biodiversidad asociada al gasoducto Loop Mamonal-Paiva,5361859.0,2016,-75.47375005109002,10.324094241628494,Frequent
6069551,CO,Deciduous Broadleaf,Hernandiaceae,Gyrocarpus,Gyrocarpus americanus,Colombia,Aprovechamiento Forestal en el área de influencia del Proyecto Hidroeléctrico Ituango,7326414.0,2018,-75.83745662851433,6.693146354030691,Frequent
5130646,US,Deciduous Broadleaf,Fagaceae,Quercus,Quercus rubra,United States of America,iNaturalist Research-grade Observations,2880539.0,2023,-78.22946558391746,42.46281091557962,Frequent
2239362,RU,Deciduous Broadleaf,Rosaceae,Prunus,Prunus avium,Russian Federation,iNaturalist Research-grade Observations,3020791.0,2023,38.18564118511433,55.562378966803365,Frequent
180199,ZA,Evergreen Broadleaf,Rubiaceae,Pavetta,Pavetta lanceolata,South Africa,iNaturalist Research-grade Observations,2905528.0,2021,32.41600587295965,-28.36295947964267,Rare
3772553,US,Deciduous Broadleaf,Asteraceae,Baccharis,Baccharis halimifolia,United States of America,iNaturalist Research-grade Observations,3129663.0,2021,-84.0454175787143,33.70197940306607,Frequent
416068,TW,Evergreen Broadleaf,Primulaceae,Maesa,Maesa perlaria,Chinese Taipei,iNaturalist Research-grade Observations,7330845.0,2023,121.52194575970331,23.92007617672817,Frequent
3159526,MX,Evergreen Broadleaf,Solanaceae,Solanum,Solanum hirtum,Mexico,iNaturalist Research-grade Observations,2929212.0,2019,-105.91083363113673,23.40555388347421,Rare
4708096,US,Evergreen Needleleaf,Pinaceae,Pinus,Pinus radiata,United States of America,iNaturalist Research-grade Observations,5285727.0,2020,-122.13498743163214,37.820975900963525,Frequent
5998436,CO,Deciduous Broadleaf,Bignoniaceae,Jacaranda,Jacaranda copaia,Colombia,"Biodiversidad asociada al proyecto Línea de Transmisión de Energía Segundo Circuito San Lorenzo - Calizas a 110 kV, Antioquia",7298763.0,2018,-75.02369744086678,5.989910445093848,Common
5552558,AU,Deciduous Broadleaf,Fabaceae,Acacia,Acacia terminalis,Australia,iNaturalist Research-grade Observations,2978771.0,2024,151.72823072832472,-33.005048663018805,Frequent
3003645,CA,Evergreen Broadleaf,Ericaceae,Vaccinium,Vaccinium parvifolium,Canada,Pl@ntNet automatically identified occurrences,2882910.0,2022,-123.25944340338062,49.26611044293358,Frequent
343711,TW,Deciduous Broadleaf,Solanaceae,Brugmansia,Brugmansia aurea,Chinese Taipei,iNaturalist Research-grade Observations,5581099.0,2023,121.52697116659056,24.908984394654016,Rare
4193977,US,Deciduous Broadleaf,Betulaceae,Betula,Betula nigra,United States of America,iNaturalist Research-grade Observations,5331532.0,2017,-82.68803600433799,35.79620067191798,Frequent
4790774,US,Evergreen Broadleaf,Rhamnaceae,Ceanothus,Ceanothus cuneatus,United States of America,iNaturalist Research-grade Observations,3039404.0,2018,-120.0577330422886,34.742470501978175,Frequent
4253175,US,Deciduous Broadleaf,Fagaceae,Quercus,Quercus stellata,United States of America,iNaturalist Research-grade Observations,8879961.0,2020,-87.32008329214176,36.15888165610001,Frequent
5884348,CO,Evergreen Broadleaf,Fabaceae,Acacia,Acacia decurrens,Colombia,"Biodiversidad asociada al plan de manejo ambiental del embalse de Tominé, Cundinamarca",2979778.0,2018,-73.81036712602204,5.023288814233118,Frequent
4833714,US,Evergreen Broadleaf,Ericaceae,Arbutus,Arbutus arizonica,United States of America,iNaturalist Research-grade Observations,2882797.0,2019,-110.35233907182572,31.4725760266779,Common
3540247,US,Deciduous Broadleaf,Fabaceae,Lupinus,Lupinus texensis,United States of America,iNaturalist Research-grade Observations,2963880.0,2019,-97.48065783903934,31.298073566052345,Frequent
1645399,HR,Deciduous Broadleaf,Rhamnaceae,Paliurus,Paliurus spina-christi,Croatia,Pl@ntNet automatically identified occurrences,5372457.0,2022,14.717508277456064,44.76578945934965,Frequent
503210,KR,Deciduous Broadleaf,Rosaceae,Sorbus,Sorbus alnifolia,"Korea, Republic of",2022_snc_observation_citizensciencemonitoring_17710,3012762.0,2022,127.05534681624854,37.38373428806683,Rare
6125686,CO,Deciduous Broadleaf,Cordiaceae,Cordia,Cordia dentata,Colombia,Biodiversidad asociada al Estudio de Impacto Ambiental del proyecto: Interconexión Cuestecitas - Copey - Fundación 500/220 mil voltios,5361859.0,2019,-72.74878002002608,11.000918895025777,Frequent
1376116,DE,Deciduous Broadleaf,Rosaceae,Prunus,Prunus avium,Germany,naturgucker,3020791.0,2021,8.75862425749209,50.01620258574003,Frequent
5919549,CO,Evergreen Broadleaf,Myrtaceae,Eucalyptus,Eucalyptus viminalis,Colombia,"Biodiversidad asociada al plan de manejo ambiental del embalse de Tominé, Cundinamarca",3177112.0,2018,-73.80829810313325,5.008399875815663,Frequent
179178,ZA,Evergreen Broadleaf,Meliaceae,Ekebergia,Ekebergia capensis,South Africa,iNaturalist Research-grade Observations,3851310.0,2021,31.03421517941679,-29.595214219358216,Common
4869822,US,Evergreen Broadleaf,Sapotaceae,Sideroxylon,Sideroxylon celastrinum,United States of America,iNaturalist Research-grade Observations,2886882.0,2021,-98.14030603517875,26.077375889082123,Common
3079730,MX,Deciduous Broadleaf,Meliaceae,Swietenia,Swietenia humilis,Mexico,iNaturalist Research-grade Observations,3849992.0,2023,-104.19738391944064,19.021432614242027,Common
3929370,US,Deciduous Broadleaf,Betulaceae,Ostrya,Ostrya virginiana,United States of America,iNaturalist Research-grade Observations,5332289.0,2020,-72.37113429270869,43.91849337267913,Frequent
2894784,CA,Evergreen Broadleaf,Araliaceae,Schefflera,Schefflera macrophylla,Canada,iNaturalist Research-grade Observations,8800.0,2019,-127.46498213452335,50.53221421874584,Frequent
238956,SG,Evergreen Broadleaf,Arecaceae,Caryota,Caryota mitis,Singapore,iNaturalist Research-grade Observations,2738902.0,2024,103.77610142921424,1.34828500822727,Common
3677031,US,Deciduous Broadleaf,Celastraceae,Celastrus,Celastrus scandens,United States of America,iNaturalist Research-grade Observations,3169171.0,2022,-93.61051931183366,44.74000247795757,Frequent
1237832,DK,Deciduous Broadleaf,Rosaceae,Prunus,Prunus avium,Denmark,"Danish government nature monitoring portal ""Danmarks MiljÃ¸portals Naturdatabase",3020791.0,2016,12.23604529581975,56.06745688402613,Frequent
99964,ZA,Deciduous Broadleaf,Hypericaceae,Hypericum,Hypericum canariense,South Africa,iNaturalist Research-grade Observations,3189481.0,2018,18.413099753025666,-34.02579932156731,Common
3081548,MX,Deciduous Broadleaf,Oxalidaceae,Oxalis,Oxalis decaphylla,Mexico,iNaturalist Research-grade Observations,2891652.0,2017,-99.8303187117379,20.120823978969103,Common
5408227,AU,Evergreen Broadleaf,Myrtaceae,Callistemon,Callistemon linearis,Australia,iNaturalist Research-grade Observations,3173349.0,2022,151.04255475933633,-33.195612805638866,Common
5959260,CO,Deciduous Broadleaf,Hernandiaceae,Gyrocarpus,Gyrocarpus americanus,Colombia,Aprovechamiento Forestal en el área de influencia del Proyecto Hidroeléctrico Ituango,7326414.0,2018,-75.84180871114249,6.867965410831037,Frequent
2729241,CA,Evergreen Needleleaf,Pinaceae,Picea,Picea rubens,Canada,iNaturalist Research-grade Observations,5284717.0,2024,-63.83134487851552,46.39125218905912,Frequent
385936,TW,Evergreen Broadleaf,Lauraceae,Lindera,Lindera communis,Chinese Taipei,iNaturalist Research-grade Observations,7304569.0,2023,121.49998022791408,24.90408384259628,Common
2078277,PT,Deciduous Broadleaf,Rosaceae,Crataegus,Crataegus monogyna,Portugal,iNaturalist Research-grade Observations,9220780.0,2022,-8.665437963677176,39.90262250484472,Frequent
2890259,CA,Deciduous Broadleaf,Salicaceae,Salix,Salix barclayi,Canada,iNaturalist Research-grade Observations,5372597.0,2022,-125.10195287686658,53.112749507587615,Common
1392874,DE,Deciduous Broadleaf,Salicaceae,Salix,Salix pentandra,Germany,Pl@ntNet observations,5372647.0,2021,8.513333567643084,52.10333388391696,Frequent
302149,TW,Deciduous Broadleaf,Gentianaceae,Swertia,Swertia tozanensis,Chinese Taipei,iNaturalist Research-grade Observations,5595329.0,2021,120.88804441304652,23.224215620933727,Rare
2142262,RU,Deciduous Broadleaf,Ulmaceae,Ulmus,Ulmus glabra,Russian Federation,Long-term tree inventory dataset from the permanent sampling plot in the broadleaved forest of European Russia,5361866.0,2016,35.86834892696273,53.6247880815548,Frequent
437984,TW,Evergreen Broadleaf,Urticaceae,Dendrocnide,Dendrocnide meyeniana,Chinese Taipei,iNaturalist Research-grade Observations,4098765.0,2021,120.53517345118208,23.27482195878928,Common
6013915,CO,Evergreen Broadleaf,Rubiaceae,Palicourea,Palicourea quadrilateralis,Colombia,"Biodiversidad asociada al proyecto Línea de Transmisión de Energía Segundo Circuito San Lorenzo - Calizas a 110 kV, Antioquia",2899158.0,2018,-75.08288308914916,6.009717771973254,Rare
3106227,CA,Deciduous Broadleaf,Asteraceae,Erigeron,Erigeron strigosus,Canada,iNaturalist Research-grade Observations,3146632.0,2018,-81.32365364130777,42.97391307832559,Frequent
6038670,CO,Deciduous Broadleaf,Meliaceae,Cedrela,Cedrela odorata,Colombia,"Flora y epífitas presentes en el proyecto Minera de Cobre Quebradona, municipio de Jericó",3190511.0,2019,-75.70537805531126,5.799319547867466,Frequent
4250440,US,Deciduous Broadleaf,Fagaceae,Quercus,Quercus muehlenbergii,United States of America,iNaturalist Research-grade Observations,2879947.0,2022,-85.92426872578582,35.228374284671126,Frequent
6085816,CO,Evergreen Broadleaf,Lauraceae,Persea,Persea caerulea,Colombia,"Flora y epífitas presentes en el proyecto Minera de Cobre Quebradona, municipio de Jericó",4175764.0,2019,-75.71014037523635,5.798374218444134,Common
385822,TW,Evergreen Broadleaf,Lauraceae,Litsea,Litsea acutivena,Chinese Taipei,iNaturalist Research-grade Observations,4179081.0,2023,120.85012867678908,22.424275187450803,Rare
5363561,AU,Evergreen Broadleaf,Ericaceae,Styphelia,Styphelia fletcheri,Australia,NSW BioNet Atlas,4010837.0,2023,150.58827938041549,-33.667604193045065,Frequent
